AvgSpotLen_l	BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	ecotype_s	Assay_Type_s	BioProject_s	BioSampleModel_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Platform_s	SRA_Study_s	dev_stage_s	geo_loc_name_s	tissue_s
179	SAMN04498270	SRX1612369	DNA library 223	2016-03-04	1863	998	Brassica oleracea	2016-03-04	SRR3202834	SRS1321532	Brassica oleracea SamC_024	Cabbage 24	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
179	SAMN04498273	SRX1612372	DNA library 226	2016-03-04	3814	2032	Brassica oleracea	2016-03-04	SRR3202837	SRS1321535	Brassica oleracea SamC_027	Cabbage 27	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498276	SRX1612375	DNA library 229	2016-03-04	6820	4788	Brassica oleracea	2016-03-04	SRR3202869	SRS1321538	Brassica oleracea SamC_030	Pointed Cabbage 1	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498277	SRX1612377	DNA library 230	2016-03-04	7906	5537	Brassica oleracea	2016-03-04	SRR3202870	SRS1321540	Brassica oleracea SamC_031	Pointed Cabbage 2	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498278	SRX1612379	DNA library 231	2016-03-04	6687	4679	Brassica oleracea	2016-03-04	SRR3202873	SRS1321542	Brassica oleracea SamC_032	Pointed Cabbage 3	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498279	SRX1612380	DNA library 232	2016-03-04	7026	4837	Brassica oleracea	2016-03-04	SRR3202875	SRS1321543	Brassica oleracea SamC_033	White Cabbage 1	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498281	SRX1612382	DNA library 234	2016-03-04	7018	4875	Brassica oleracea	2016-03-04	SRR3202877	SRS1321545	Brassica oleracea SamC_035	White Cabbage 3	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498282	SRX1612418	DNA library 235	2016-03-04	7351	5082	Brassica oleracea	2016-03-04	SRR3202881	SRS1321581	Brassica oleracea SamC_036	White Cabbage 4	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498284	SRX1612421	DNA library 237	2016-03-04	6459	4448	Brassica oleracea	2016-03-04	SRR3202883	SRS1321584	Brassica oleracea SamC_038	White Cabbage 6	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498285	SRX1612423	DNA library 238	2016-03-04	6946	4810	Brassica oleracea	2016-03-04	SRR3202885	SRS1321585	Brassica oleracea SamC_039	White Cabbage 7	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498287	SRX1612540	DNA library 240	2016-03-04	7006	4841	Brassica oleracea	2016-03-04	SRR3203045	SRS1321702	Brassica oleracea SamC_041	White Cabbage 9	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498072	SRX1612541	DNA library 25	2016-03-04	1607	1007	Brassica rapa	2016-03-04	SRR3203046	SRS1321703	Brassica rapa SamA_025	Chinese cabbage 25	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498289	SRX1612543	DNA library 242	2016-03-04	5417	3927	Brassica oleracea	2016-03-04	SRR3203048	SRS1321705	Brassica oleracea SamC_043	White Cabbage 11	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
289	SAMN04498291	SRX1612545	DNA library 244	2016-03-04	5764	2486	Brassica oleracea	2016-03-04	SRR3203050	SRS1321707	Brassica oleracea SamC_045	Cabbage 31	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498292	SRX1612547	DNA library 245	2016-03-04	6589	4453	Brassica oleracea	2016-03-04	SRR3203051	SRS1321709	Brassica oleracea SamC_046	Kohlrabi 1	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498294	SRX1612549	DNA library 247	2016-03-04	6879	4796	Brassica oleracea	2016-03-04	SRR3203053	SRS1321711	Brassica oleracea SamC_048	Kohlrabi 3	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498297	SRX1612552	DNA library 250	2016-03-04	4905	3416	Brassica oleracea	2016-03-04	SRR3203056	SRS1321714	Brassica oleracea SamC_051	Kohlrabi 6	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498315	SRX1612604	DNA library 268	2016-03-04	6904	4578	Brassica oleracea	2016-03-04	SRR3203107	SRS1321732	Brassica oleracea SamC_069	Cauliflower 5	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498314	SRX1612603	DNA library 267	2016-03-04	7039	4940	Brassica oleracea	2016-03-04	SRR3203106	SRS1321733	Brassica oleracea SamC_068	Cauliflower 4	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498317	SRX1612606	DNA library 270	2016-03-04	6799	4606	Brassica oleracea	2016-03-04	SRR3203109	SRS1321734	Brassica oleracea SamC_071	Cauliflower 7	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498316	SRX1612605	DNA library 269	2016-03-04	6799	4625	Brassica oleracea	2016-03-04	SRR3203108	SRS1321736	Brassica oleracea SamC_070	Cauliflower 6	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
287	SAMN04498309	SRX1612586	DNA library 262	2016-03-04	4440	1787	Brassica oleracea	2016-03-04	SRR3203087	SRS1321750	Brassica oleracea SamC_063	Kohlrabi 18	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
288	SAMN04498307	SRX1612581	DNA library 260	2016-03-04	4347	1792	Brassica oleracea	2016-03-04	SRR3203084	SRS1321754	Brassica oleracea SamC_061	Kohlrabi 16	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498306	SRX1612580	DNA library 259	2016-03-04	6913	4843	Brassica oleracea	2016-03-04	SRR3203083	SRS1321756	Brassica oleracea SamC_060	Kohlrabi 15	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498303	SRX1612575	DNA library 256	2016-03-04	7381	5006	Brassica oleracea	2016-03-04	SRR3203079	SRS1321759	Brassica oleracea SamC_057	Kohlrabi 12	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498300	SRX1612571	DNA library 253	2016-03-04	7168	4888	Brassica oleracea	2016-03-04	SRR3203075	SRS1321764	Brassica oleracea SamC_054	Kohlrabi 9	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498298	SRX1612568	DNA library 251	2016-03-04	6616	4524	Brassica oleracea	2016-03-04	SRR3203072	SRS1321767	Brassica oleracea SamC_052	Kohlrabi 7	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498319	SRX1612645	DNA library 272	2016-03-04	6873	4665	Brassica oleracea	2016-03-04	SRR3203119	SRS1321805	Brassica oleracea SamC_073	Cauliflower 9	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498322	SRX1612653	DNA library 275	2016-03-04	6243	4289	Brassica oleracea	2016-03-04	SRR3203131	SRS1321877	Brassica oleracea SamC_076	Cauliflower 12	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
283	SAMN04498329	SRX1612678	DNA library 282	2016-03-04	3879	1532	Brassica oleracea	2016-03-04	SRR3203157	SRS1321883	Brassica oleracea SamC_083	Cauliflower 19	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498335	SRX1612690	DNA library 288	2016-03-04	6525	4541	Brassica oleracea	2016-03-04	SRR3203169	SRS1321885	Brassica oleracea SamC_089	Broccoli 5	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498341	SRX1612709	DNA library 294	2016-03-04	6365	4546	Brassica oleracea	2016-03-04	SRR3203204	SRS1321890	Brassica oleracea SamC_095	Broccoli 11	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498343	SRX1612717	DNA library 296	2016-03-04	6589	4498	Brassica oleracea	2016-03-04	SRR3203212	SRS1321894	Brassica oleracea SamC_097	Broccoli 13	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
290	SAMN04498361	SRX1612778	DNA library 314	2016-03-04	6393	2624	Brassica oleracea	2016-03-04	SRR3203286	SRS1321900	Brassica oleracea SamC_115	Kale 2	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
179	SAMN04498360	SRX1612774	DNA library 313	2016-03-04	3742	2018	Brassica oleracea	2016-03-04	SRR3203281	SRS1321929	Brassica oleracea SamC_114	Kale 1	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
289	SAMN04498358	SRX1612766	DNA library 311	2016-03-04	4426	1932	Brassica oleracea	2016-03-04	SRR3203273	SRS1321936	Brassica oleracea SamC_112	Brussels sprouts 1	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
144	SAMN04498079	SRX1612763	DNA library 32	2016-03-04	3152	1955	Brassica rapa	2016-03-04	SRR3203271	SRS1321938	Brassica rapa SamA_032	Chinese cabbage 32	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
291	SAMN04498356	SRX1612761	DNA library 309	2016-03-04	6943	2892	Brassica oleracea	2016-03-04	SRR3203269	SRS1321940	Brassica oleracea SamC_110	Chinese kale 3	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
284	SAMN04498353	SRX1612754	DNA library 306	2016-03-04	4458	1804	Brassica oleracea	2016-03-04	SRR3203261	SRS1321946	Brassica oleracea SamC_107	Broccoli 23	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498117	SRX1613227	DNA library 70	2016-03-04	2427	1583	Brassica rapa	2016-03-04	SRR3203841	SRS1323101	Brassica rapa SamA_070	Turnip 24	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
150	SAMN04498055	SRX1613228	DNA library 8	2016-03-04	2493	1619	Brassica rapa	2016-03-04	SRR3203851	SRS1323102	Brassica rapa SamA_008	Chinese cabbage 8	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498118	SRX1613229	DNA library 71	2016-03-04	5052	2116	Brassica rapa	2016-03-04	SRR3203852	SRS1323103	Brassica rapa SamA_071	Turnip 25	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498119	SRX1613230	DNA library 72	2016-03-05	7179	3248	Brassica rapa	2016-03-05	SRR3203853	SRS1323104	Brassica rapa SamA_072	Turnip 26	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498120	SRX1613232	DNA library 73	2016-03-05	13223	5995	Brassica rapa	2016-03-05	SRR3203854	SRS1323106	Brassica rapa SamA_073	Turnip 27	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498121	SRX1613263	DNA library 74	2016-03-05	12126	5531	Brassica rapa	2016-03-05	SRR3203886	SRS1323137	Brassica rapa SamA_074	Turnip 28	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498122	SRX1613291	DNA library 75	2016-03-04	4012	1637	Brassica rapa	2016-03-05	SRR3203914	SRS1323157	Brassica rapa SamA_075	Turnip 29	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498123	SRX1613292	DNA library 76	2016-03-04	4316	1947	Brassica rapa	2016-03-05	SRR3203915	SRS1323162	Brassica rapa SamA_076	Turnip 30	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498124	SRX1613293	DNA library 77	2016-03-05	8159	3725	Brassica rapa	2016-03-05	SRR3203918	SRS1323163	Brassica rapa SamA_077	Turnip 31	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498125	SRX1613294	DNA library 78	2016-03-04	6429	2667	Brassica rapa	2016-03-05	SRR3203919	SRS1323164	Brassica rapa SamA_078	Turnip 32	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498126	SRX1613295	DNA library 79	2016-03-04	4408	2039	Brassica rapa	2016-03-05	SRR3203920	SRS1323165	Brassica rapa SamA_079	Turnip 33	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498127	SRX1613296	DNA library 80	2016-03-05	10295	4747	Brassica rapa	2016-03-05	SRR3203925	SRS1323166	Brassica rapa SamA_080	Turnip 34	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
136	SAMN04498056	SRX1613354	DNA library 9	2016-03-04	2560	1607	Brassica rapa	2016-03-05	SRR3203984	SRS1323224	Brassica rapa SamA_009	Chinese cabbage 9	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498128	SRX1613356	DNA library 81	2016-03-05	8734	3933	Brassica rapa	2016-03-05	SRR3203985	SRS1323226	Brassica rapa SamA_081	Turnip 35	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498129	SRX1613361	DNA library 82	2016-03-05	4837	3188	Brassica rapa	2016-03-05	SRR3203997	SRS1323231	Brassica rapa SamA_082	Turnip 36	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498130	SRX1613362	DNA library 83	2016-03-05	3649	2361	Brassica rapa	2016-03-05	SRR3204020	SRS1323232	Brassica rapa SamA_083	Turnip 37	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498131	SRX1613364	DNA library 84	2016-03-05	4969	3234	Brassica rapa	2016-03-05	SRR3204024	SRS1323233	Brassica rapa SamA_084	Turnip 38	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498132	SRX1613559	DNA library 85	2016-03-05	3219	2074	Brassica rapa	2016-03-05	SRR3204219	SRS1323429	Brassica rapa SamA_085	Turnip 39	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498133	SRX1613560	DNA library 86	2016-03-05	3870	2482	Brassica rapa	2016-03-05	SRR3204220	SRS1323430	Brassica rapa SamA_086	Turnip 40	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498134	SRX1613561	DNA library 87	2016-03-05	6979	4562	Brassica rapa	2016-03-05	SRR3204221	SRS1323431	Brassica rapa SamA_087	Turnip 41	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498135	SRX1613562	DNA library 88	2016-03-05	2165	1453	Brassica rapa	2016-03-05	SRR3204222	SRS1323432	Brassica rapa SamA_088	Turnip 42	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498136	SRX1613585	DNA library 89	2016-03-05	4519	2873	Brassica rapa	2016-03-05	SRR3204245	SRS1323455	Brassica rapa SamA_089	Turnip 43	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498137	SRX1613592	DNA library 90	2016-03-05	2399	1511	Brassica rapa	2016-03-05	SRR3204261	SRS1323462	Brassica rapa SamA_090	Turnip 44	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
146	SAMN04498057	SRX1613593	DNA library 10	2016-03-05	2269	1397	Brassica rapa	2016-03-05	SRR3204262	SRS1323463	Brassica rapa SamA_010	Chinese cabbage 10	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498138	SRX1613598	DNA library 91	2016-03-05	1595	1040	Brassica rapa	2016-03-05	SRR3204287	SRS1323478	Brassica rapa SamA_091	Turnip 45	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498139	SRX1613609	DNA library 92	2016-03-05	2520	1654	Brassica rapa	2016-03-05	SRR3204298	SRS1323479	Brassica rapa SamA_092	Turnip 46	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498140	SRX1613646	DNA library 93	2016-03-05	5806	2606	Brassica rapa	2016-03-05	SRR3204345	SRS1323516	Brassica rapa SamA_093	Turnip 47	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498141	SRX1613647	DNA library 94	2016-03-05	4138	1754	Brassica rapa	2016-03-05	SRR3204346	SRS1323517	Brassica rapa SamA_094	Turnip 48	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498142	SRX1613648	DNA library 95	2016-03-05	3142	1217	Brassica rapa	2016-03-05	SRR3204347	SRS1323518	Brassica rapa SamA_095	Turnip 49	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498143	SRX1613649	DNA library 96	2016-03-05	4977	2241	Brassica rapa	2016-03-05	SRR3204351	SRS1323519	Brassica rapa SamA_096	Turnip 50	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498144	SRX1613685	DNA library 97	2016-03-05	10524	4730	Brassica rapa	2016-03-05	SRR3204352	SRS1323555	Brassica rapa SamA_097	Turnip 51	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498145	SRX1613686	DNA library 98	2016-03-05	7259	3248	Brassica rapa	2016-03-05	SRR3204353	SRS1323556	Brassica rapa SamA_098	Turnip 52	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498146	SRX1613688	DNA library 99	2016-03-05	16305	7404	Brassica rapa	2016-03-05	SRR3204355	SRS1323557	Brassica rapa SamA_099	Turnip 53	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
300	SAMN04498147	SRX1613692	DNA library 100	2016-03-05	7996	3558	Brassica rapa	2016-03-05	SRR3204377	SRS1323559	Brassica rapa SamA_100	Turnip 54	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
